frame,whole_area,white_area,black_area,white_area_ratio
250,3346812,24021,3322791,0.7177277958845611
251,3346812,24666,3322146,0.7369998673364383
252,3346812,26531,3320281,0.7927245390538817
253,3346812,27737,3319075,0.8287588307918102
254,3346812,27974,3318838,0.8358401965811048
255,3346812,28961,3317851,0.8653309477795585
256,3346812,29735,3317077,0.8884574335218112
257,3346812,30259,3316553,0.9041141241276773
258,3346812,31095,3315717,0.9290931190637538
259,3346812,31303,3315509,0.9353079886172273
260,3346812,32168,3314644,0.9611534797891248
261,3346812,34104,3312708,1.0189995733253017
262,3346812,33811,3313001,1.0102449734254568
263,3346812,32125,3314687,0.9598686750256663
264,3346812,32102,3314710,0.9591814538731187
265,3346812,31399,3315413,0.9381763899495998
266,3346812,32543,3314269,0.9723581724937045
267,3346812,34274,3312538,1.0240790340180446
268,3346812,35115,3311697,1.0492074248568488
269,3346812,34213,3312599,1.0222564040047664
270,3346812,34682,3312130,1.0362697396806275
271,3346812,32645,3314167,0.9754058489093501
272,3346812,37526,3309286,1.1212461291521603
273,3346812,45694,3301118,1.3652992758481803
274,3346812,32061,3314751,0.9579564074707513
275,3346812,30385,3316427,0.9078789008764162
276,3346812,30477,3316335,0.9106277854866063
277,3346812,32042,3314770,0.9573887030403859
278,3346812,32652,3314160,0.975615003173169
279,3346812,33555,3313257,1.002595903205797
280,3346812,35391,3311421,1.0574540786874196
281,3346812,35392,3311420,1.0574839578679651
282,3346812,36478,3310334,1.089932747940428
283,3346812,36320,3310492,1.0852118374142319
284,3346812,36996,3309816,1.105410163463021
285,3346812,36739,3310073,1.0977312140628157
286,3346812,35934,3310878,1.073678473723651
287,3346812,36228,3310584,1.0824629528040415
288,3346812,37411,3309401,1.1178100233894226
289,3346812,37308,3309504,1.1147324677932313
290,3346812,37011,3309801,1.1058583511712041
291,3346812,37055,3309757,1.107173035115208
292,3346812,35152,3311660,1.050312954537034
293,3346812,34246,3312566,1.0232424169627694
294,3346812,32245,3314567,0.9634541766911318
295,3346812,30258,3316554,0.9040842449471318
296,3346812,29741,3317071,0.8886367086050845
297,3346812,27863,3318949,0.8325236075405491
298,3346812,26942,3319870,0.8050048822581011
299,3346812,26315,3320497,0.7862706360560437
300,3346812,25952,3320860,0.7754244935180106
301,3346812,25253,3321559,0.7545389463166738
302,3346812,30319,3316493,0.9059068749604101
303,3346812,42778,3304034,1.278171585377368
304,3346812,29136,3317676,0.8705598043750292
305,3346812,26674,3320138,0.7969972618718948
306,3346812,26688,3320124,0.7974155703995324
307,3346812,28454,3318358,0.8501822032429668
308,3346812,29010,3317802,0.8667950276262903
309,3346812,31433,3315379,0.9391922820881483
310,3346812,34370,3312442,1.026947435350417
311,3346812,38252,3308560,1.1429384142282266
312,3346812,39670,3307142,1.1853070922418112
313,3346812,40506,3306306,1.2102860871778875
314,3346812,41332,3305480,1.2349662903085086
315,3346812,41969,3304843,1.2539993283160213
316,3346812,40511,3306301,1.2104354830806152
317,3346812,39546,3307266,1.1816020738541633
318,3346812,40003,3306809,1.1952568593634778
319,3346812,38564,3308248,1.1522607185584373
320,3346812,36346,3310466,1.085988696108416
321,3346812,35454,3311358,1.059336467061789
322,3346812,32847,3313965,0.9814414433795505
323,3346812,31642,3315170,0.9454370308221673
324,3346812,31924,3314888,0.9538629597360114
325,3346812,32582,3314230,0.9735234605349807
326,3346812,33030,3313782,0.9869093334193854
327,3346812,34478,3312334,1.030174386849336
328,3346812,34523,3312289,1.0315189499738855
329,3346812,36507,3310305,1.0907992441762489
330,3346812,36379,3310433,1.086974709066419
331,3346812,36938,3309874,1.103677170991379
332,3346812,41535,3305277,1.2410317639592545
333,3346812,46413,3300399,1.3867824066604277
334,3346812,35887,3310925,1.0722741522380104
335,3346812,35789,3311023,1.069345992544547
336,3346812,36117,3310695,1.079146363763486
337,3346812,35602,3311210,1.0637585857825298
338,3346812,35069,3311743,1.0478329825517538
339,3346812,34199,3312613,1.0218380954771287
340,3346812,34762,3312050,1.038660074124271
341,3346812,35487,3311325,1.060322480019792
342,3346812,36827,3309985,1.1003605819508238
343,3346812,39161,3307651,1.1700985893441282
344,3346812,40393,3306419,1.2069097397762407
345,3346812,43127,3303685,1.2885994193877637
346,3346812,43174,3303638,1.2900037408734042
347,3346812,44437,3302375,1.327741145902429
348,3346812,45554,3301258,1.3611161905718039
349,3346812,45656,3301156,1.3641638669874496
350,3346812,45007,3301805,1.3447722788133902
351,3346812,44454,3302358,1.3282490919717032
352,3346812,44742,3302070,1.3368542959688205
353,3346812,45623,3301189,1.3631778540294466
354,3346812,45637,3301175,1.3635961625570843
355,3346812,44712,3302100,1.335957920552454
356,3346812,43789,3303023,1.308379436908915
357,3346812,43924,3302888,1.3124131262825638
358,3346812,44256,3302556,1.322333014223685
359,3346812,43206,3303606,1.290959874650862
360,3346812,40824,3305988,1.2197876665913712
361,3346812,41926,3304886,1.2527145235525627
362,3346812,48178,3298634,1.4395191603233166
363,3346812,55038,3291774,1.6444903388657623
364,3346812,42625,3304187,1.2736000707538995
365,3346812,40351,3306461,1.2056548141933279
366,3346812,40144,3306668,1.1994698238203998
367,3346812,40900,3305912,1.2220584843128326
368,3346812,40185,3306627,1.200694870222767
369,3346812,39005,3307807,1.1654374371790228
370,3346812,36848,3309964,1.1009880447422802
371,3346812,34276,3312536,1.0241387923791356
372,3346812,34585,3312227,1.0333714591677094
373,3346812,34705,3312107,1.036956960833175
374,3346812,34504,3312308,1.0309512455435201
375,3346812,34445,3312367,1.029188373891333
376,3346812,34785,3312027,1.0393472952768186
377,3346812,35814,3310998,1.0700929720581855
378,3346812,35711,3311101,1.0670154164619943
379,3346812,36808,3310004,1.0997928775204584
380,3346812,36809,3310003,1.099822756701004
381,3346812,36749,3310063,1.098030005868271
382,3346812,36075,3310737,1.077891438180573
383,3346812,36963,3309849,1.1044241505050179
384,3346812,36408,3310404,1.08784120530224
385,3346812,38181,3308631,1.140816992409493
386,3346812,39280,3307532,1.173654211829048
387,3346812,39592,3307220,1.1829765161592585
388,3346812,37262,3309550,1.1133580254881361
389,3346812,35945,3310867,1.074007144709652
390,3346812,35321,3311491,1.0553625360492314
391,3346812,34353,3312459,1.0264394892811428
392,3346812,39133,3307679,1.1692619722888529
393,3346812,46256,3300556,1.3820913753147772
394,3346812,35771,3311041,1.0688081672947272
395,3346812,35773,3311039,1.068867925655818
396,3346812,35682,3311130,1.0661489202261736
397,3346812,36176,3310636,1.080909235415673
398,3346812,37166,3309646,1.1104896241557638
399,3346812,37777,3309035,1.1287458034690925
400,3346812,37382,3309430,1.1169435271536017
401,3346812,36766,3310046,1.0985379519375453
402,3346812,36004,3310808,1.0757700163618393
403,3346812,37384,3309428,1.1170032855146927
404,3346812,39749,3307063,1.1876675475049092
405,3346812,41161,3305651,1.2298569504352201
406,3346812,41628,3305184,1.24381052774999
407,3346812,40837,3305975,1.220176095938463
408,3346812,41270,3305542,1.2331137811146846
409,3346812,41277,3305535,1.2333229353785036
410,3346812,41727,3305085,1.2467685666239992
411,3346812,41512,3305300,1.2403445428067068
412,3346812,42324,3304488,1.2646064374096901
413,3346812,42641,3304171,1.2740781376426282
414,3346812,43093,3303719,1.287583527249215
415,3346812,41986,3304826,1.2545072743852956
416,3346812,40489,3306323,1.2097781411086133
417,3346812,41371,3305441,1.2361315783497848
418,3346812,42305,3304507,1.2640387329793248
419,3346812,42366,3304446,1.265861362992603
420,3346812,43024,3303788,1.2855218637915724
421,3346812,42592,3304220,1.2726140577958966
422,3346812,49285,3297527,1.472595413187236
423,3346812,56244,3290568,1.680524630603691
424,3346812,45358,3301454,1.355259871184877
425,3346812,44731,3302081,1.3365256249828195
426,3346812,45644,3301168,1.363805316820903
427,3346812,46627,3300185,1.3931765512971748
428,3346812,47308,3299504,1.4135242732486917
429,3346812,48533,3298279,1.4501262694169854
430,3346812,49085,3297727,1.466619577078127
431,3346812,48106,3298706,1.4373678593240373
432,3346812,45562,3301250,1.3613552240161682
433,3346812,45217,3301595,1.351046906727955
434,3346812,44429,3302383,1.3275021124580646
435,3346812,44009,3302803,1.3149528566289352
436,3346812,42866,3303946,1.2808009532653761
437,3346812,42796,3304016,1.278709410627188
438,3346812,44406,3302406,1.326814891305517
439,3346812,44036,3302776,1.3157595945036649
440,3346812,42907,3303905,1.2820259996677437
441,3346812,42462,3304350,1.2687297643249755
442,3346812,41588,3305224,1.2426153605281682
443,3346812,41305,3305507,1.2341595524337787
444,3346812,41651,3305161,1.2444977489025377
445,3346812,42858,3303954,1.2805619198210116
446,3346812,41111,3305701,1.228362991407943
447,3346812,40756,3306056,1.217755882314274
448,3346812,39404,3307408,1.1773592302166958
449,3346812,40687,3306125,1.2156942188566313
450,3346812,39637,3307175,1.184321079283808
451,3346812,39516,3307296,1.180705698437797
452,3346812,46225,3300587,1.3811651207178652
453,3346812,58803,3288009,1.7569854536197433
454,3346812,45591,3301221,1.362221720251989
455,3346812,43009,3303803,1.2850736760833892
456,3346812,42550,3304262,1.2713591322129836
457,3346812,43475,3303337,1.2989973742176137
458,3346812,43219,3303593,1.2913483039979539
459,3346812,42004,3304808,1.2550450996351155
460,3346812,41520,3305292,1.240583576251071
461,3346812,41816,3304996,1.2494278136925527
462,3346812,43896,3302916,1.3115765092272884
463,3346812,44663,3302149,1.3344938407057223
464,3346812,45569,3301243,1.361564378279987
465,3346812,45990,3300822,1.3741435132896618
466,3346812,46950,3299862,1.402827526613386
467,3346812,46969,3299843,1.4033952310437514
468,3346812,46654,3300158,1.3939832891719046
469,3346812,47018,3299794,1.4048593108904832
470,3346812,45639,3301173,1.3636559209181753
471,3346812,43918,3302894,1.3122338511992906
472,3346812,44507,3302305,1.329832688540617
473,3346812,45027,3301785,1.3453698624243011
474,3346812,45728,3301084,1.366315167986729
475,3346812,45217,3301595,1.351046906727955
476,3346812,46385,3300427,1.3859457896051526
477,3346812,45705,3301107,1.3656279468341814
478,3346812,44978,3301834,1.3439057825775693
479,3346812,44545,3302267,1.3309680974013478
480,3346812,45138,3301674,1.3486864514648567
481,3346812,47601,3299211,1.4222788731485365
482,3346812,53967,3292845,1.6124897365014828
483,3346812,61159,3285653,1.8273808029850496
484,3346812,50297,3296515,1.5028331438993288
485,3346812,49154,3297658,1.4686812405357696
486,3346812,48758,3298054,1.4568490850397333
487,3346812,50232,3296580,1.5008909971638682
488,3346812,49889,3296923,1.4906424382367458
489,3346812,49933,3296879,1.49195712218075
490,3346812,51444,3295368,1.53710456398507
491,3346812,50676,3296136,1.5141573533260906
492,3346812,49725,3297087,1.4857422526272763
493,3346812,49399,3297413,1.4760016397694282
494,3346812,48088,3298724,1.4368300340742175
495,3346812,48741,3298071,1.456341138970459
496,3346812,49803,3297009,1.4880728287098288
497,3346812,53505,3293307,1.5986855550894403
498,3346812,55453,3291359,1.656890198792164
499,3346812,57738,3289074,1.7251641263387365
500,3346812,58873,3287939,1.7590769962579313
501,3346812,59365,3287447,1.77377755308634
502,3346812,57554,3289258,1.7196663571183564
503,3346812,56289,3290523,1.6818691937282404
504,3346812,55631,3291181,1.6622086929292714
505,3346812,55669,3291143,1.6633441017900021
506,3346812,56106,3290706,1.6764013036884056
507,3346812,56879,3289933,1.6994979102501127
508,3346812,57602,3289210,1.7211005577845426
509,3346812,55810,3291002,1.667557066246924
510,3346812,56665,3290147,1.6931037656133658
511,3346812,57653,3289159,1.7226243959923653
512,3346812,62230,3284582,1.8593814053493294
513,3346812,66748,3280064,1.9943755430541066
514,3346812,55849,3290963,1.6687223542882001
515,3346812,53810,3293002,1.6077987051558318
516,3346812,53431,3293381,1.5964744957290702
517,3346812,53973,3292839,1.612669011584756
518,3346812,54931,3291881,1.641293266547389
519,3346812,55158,3291654,1.648075840531228
520,3346812,57077,3289735,1.7054139879981305
521,3346812,56615,3290197,1.6916098065860883
522,3346812,56745,3290067,1.6954941000570094
523,3346812,55872,3290940,1.6694095754407476
524,3346812,54084,3292728,1.6159856006253117
525,3346812,52815,3293997,1.5780689205130136
526,3346812,52080,3294732,1.5561077228120372
527,3346812,52270,3294542,1.561784767115691
528,3346812,51915,3294897,1.5511776580220222
529,3346812,52881,3293931,1.5800409464290195
530,3346812,54199,3292613,1.6194217063880492
531,3346812,54893,3291919,1.6401578576866582
532,3346812,55533,3291279,1.6592805332358078
533,3346812,57214,3289598,1.7095074357328706
534,3346812,59359,3287453,1.773598278003067
535,3346812,60628,3286184,1.8115149581153647
536,3346812,60562,3286250,1.8095429321993588
537,3346812,61783,3285029,1.8460254116454702
538,3346812,62935,3283877,1.8804462276339393
539,3346812,65908,3280904,1.9692770313958479
540,3346812,64808,3282004,1.9364099327957474
541,3346812,64636,3282176,1.9312707137419134
542,3346812,71408,3275404,2.133612524396351
543,3346812,75171,3271641,2.2460478807892406
544,3346812,65448,3281364,1.9555326083448965
545,3346812,64812,3282000,1.9365294495179293
546,3346812,65298,3281514,1.9510507312630647
547,3346812,65705,3281107,1.963211557745102
548,3346812,64691,3282121,1.9329140686719184
549,3346812,64130,3282682,1.916151848385867
550,3346812,64078,3282734,1.9145981309974986
551,3346812,66003,3280809,1.9721155535476746
552,3346812,66770,3280042,1.9950328850261083
553,3346812,65209,3281603,1.9483914841945111
554,3346812,62897,3283915,1.8793108187732086
555,3346812,60668,3286144,1.8127101253371865
556,3346812,59583,3287229,1.780291214445269
557,3346812,57509,3289303,1.7183217939938065
558,3346812,56834,3289978,1.6981533471255632
559,3346812,55005,3291807,1.6435043259077593
560,3346812,53063,3293749,1.585478957288309
561,3346812,50753,3296059,1.5164580502280975
562,3346812,48331,3298481,1.4440906749467852
563,3346812,45888,3300924,1.3710958368740163
564,3346812,41745,3305067,1.2473063918738192
565,3346812,38736,3308076,1.157399937612271
566,3346812,35426,3311386,1.0584998500065137
567,3346812,34621,3312191,1.034447109667349
568,3346812,35001,3311811,1.0458011982746567
569,3346812,35544,3311268,1.062025593310888
570,3346812,36187,3310625,1.0812379064016742
571,3346812,36279,3310533,1.0839867910118646
572,3346812,44802,3302010,1.3386470468015532
573,3346812,53531,3293281,1.5994624137836244
574,3346812,45069,3301743,1.346624788007214
575,3346812,47141,3299671,1.4085344500975854
576,3346812,48118,3298694,1.437726409490584
577,3346812,48696,3298116,1.4549965758459096
578,3346812,49054,3297758,1.465693322481215
579,3346812,50942,3295870,1.5221052153512058
580,3346812,52686,3294126,1.5742145062226383
581,3346812,54732,3292080,1.6353473096188251
582,3346812,56788,3290024,1.696778904820468
583,3346812,57512,3289300,1.7184114315354433
584,3346812,58912,3287900,1.7602422842992078
585,3346812,59671,3287141,1.782920582333277
586,3346812,59778,3287034,1.7861176546516506
587,3346812,60438,3286374,1.805837913811711
588,3346812,60431,3286381,1.8056287595478921
589,3346812,59913,3286899,1.7901513440252994
590,3346812,58469,3288343,1.747005807317531
591,3346812,58327,3288485,1.7427629636800632
592,3346812,57796,3289016,1.7268971188103783
593,3346812,57985,3288827,1.7325442839334866
594,3346812,58027,3288785,1.7337992095163994
595,3346812,58434,3288378,1.7459600359984369
596,3346812,56359,3290453,1.6839607363664286
597,3346812,54955,3291857,1.6420103668804822
598,3346812,53047,3293765,1.5850008903995805
599,3346812,47721,3299091,1.425864374814002
600,3346812,42349,3304463,1.265353416923329
601,3346812,42141,3304671,1.2591385473698553
602,3346812,49962,3296850,1.4928236184165709
603,3346812,61089,3285723,1.8252892603468616
604,3346812,48109,3298703,1.437457496865674
605,3346812,46832,3299980,1.3993017833090116
606,3346812,43742,3303070,1.3069751154232745
607,3346812,43554,3303258,1.3013578294807118
608,3346812,43079,3303733,1.2871652187215774
609,3346812,43977,3302835,1.3139967228514777
610,3346812,45703,3301109,1.3655681884730901
611,3346812,47463,3299349,1.4181555462332514
612,3346812,50730,3296082,1.5157708290755503
613,3346812,52396,3294416,1.5655495438644296
614,3346812,52261,3294551,1.561515854490781
615,3346812,52051,3294761,1.5552412265762163
616,3346812,52280,3294532,1.5620835589211464
617,3346812,52772,3294040,1.5767841157495552
618,3346812,52108,3294704,1.5569443398673124
619,3346812,52529,3294283,1.5695234748769875
620,3346812,54144,3292668,1.6177783514580442
621,3346812,57624,3289188,1.7217578997565444
622,3346812,59742,3287070,1.785042004152011
623,3346812,59887,3286925,1.789374485331115
624,3346812,59945,3286867,1.791107477802757
625,3346812,60312,3286500,1.8020731370629723
626,3346812,61502,3285310,1.8376293619121722
627,3346812,63811,3283001,1.906620389791838
628,3346812,64894,3281918,1.938979542322664
629,3346812,66128,3280684,1.9758504511158677
630,3346812,67230,3279582,2.0087773080770597
631,3346812,68290,3278522,2.0404492394553384
632,3346812,72963,3273849,2.1800746501446753
633,3346812,80089,3266723,2.392993690712236
634,3346812,73038,3273774,2.182315588685591
635,3346812,75666,3271146,2.260838075159286
636,3346812,78091,3268721,2.3332950879822354
637,3346812,81052,3265760,2.421767341577597
638,3346812,76311,3270501,2.2801101466111633
639,3346812,73687,3273125,2.2017071768596503
640,3346812,72964,3273848,2.1801045293252206
641,3346812,72059,3274753,2.1530638709315015
642,3346812,71774,3275038,2.1445483044760207
643,3346812,72485,3274327,2.165792401843904
644,3346812,72472,3274340,2.165403972496812
645,3346812,71984,3274828,2.1508229323905854
