frame,whole_area,white_area,black_area,white_area_ratio
230,3367008,117906,3249102,3.501803381518547
231,3367008,172526,3194482,5.124015149355154
232,3367008,111048,3255960,3.2981210617854186
233,3367008,99086,3267922,2.942850150638193
234,3367008,98877,3268131,2.936642859179426
235,3367008,178543,3188465,5.302719803457551
236,3367008,104449,3262559,3.102131031467701
237,3367008,94024,3272984,2.7925089575076742
238,3367008,93355,3273653,2.772639684847794
239,3367008,93720,3273288,2.783480169931286
240,3367008,103521,3263487,3.07456946939241
241,3367008,160823,3206185,4.776436527623338
242,3367008,111267,3255741,3.3046253528355143
243,3367008,128276,3238732,3.809791957726266
244,3367008,142742,3224266,4.239431566542164
245,3367008,250915,3116093,7.452165245820622
246,3367008,185619,3181389,5.512876714281641
247,3367008,189528,3177480,5.628973854531976
248,3367008,180041,3186967,5.347210342238569
249,3367008,185857,3181151,5.519945304555261
250,3367008,191990,3175018,5.702095153917068
251,3367008,199073,3167935,5.912459964455089
252,3367008,195487,3171521,5.805955911004666
253,3367008,193122,3173886,5.735715507655462
254,3367008,168809,3198199,5.013620401258327
255,3367008,171274,3195734,5.0868308005208185
256,3367008,198094,3168914,5.8833837044640225
257,3367008,159713,3207295,4.743469572985867
258,3367008,154380,3212628,4.585079690930345
259,3367008,208061,3158947,6.179403197141201
260,3367008,187197,3179811,5.559743249793288
261,3367008,162757,3204251,4.833876248586282
262,3367008,177992,3189016,5.286355125975346
263,3367008,178467,3188541,5.300462606563453
264,3367008,145417,3221591,4.318878957222555
265,3367008,159661,3207347,4.74192517511096
266,3367008,138084,3228924,4.1010891569013195
267,3367008,147682,3219326,4.386149364658475
268,3367008,153218,3213790,4.550568338417967
269,3367008,177157,3189851,5.261555660099412
270,3367008,147333,3219675,4.375784078921107
271,3367008,165387,3201621,4.911987141105694
272,3367008,151011,3215997,4.485020528611753
273,3367008,169397,3197611,5.031083977228447
274,3367008,159806,3207202,4.7462316691852235
275,3367008,168171,3198837,4.994671827331565
276,3367008,169916,3197092,5.046498256018399
277,3367008,170570,3196438,5.065922029291288
278,3367008,175792,3191216,5.221015215883063
279,3367008,180831,3186177,5.370673309953525
280,3367008,181092,3185916,5.378424999287201
281,3367008,218594,3148414,6.492232866687575
282,3367008,288901,3078107,8.580347893441298
283,3367008,241562,3125446,7.1743815280510175
284,3367008,204079,3162929,6.061137959874167
285,3367008,170146,3196862,5.053329246618957
286,3367008,170522,3196486,5.064496431252911
287,3367008,171602,3195406,5.096572387116395
288,3367008,208849,3158159,6.2028067649378915
289,3367008,245460,3121548,7.290151968750891
290,3367008,167244,3199764,4.967139965215408
291,3367008,144571,3222437,4.293752791796159
292,3367008,149328,3217680,4.435035497391156
293,3367008,118753,3248255,3.526959246904076
294,3367008,116388,3250620,3.4567188435548712
295,3367008,120067,3246941,3.5659849932046495
296,3367008,160962,3206046,4.780564821942805
297,3367008,171473,3195535,5.092741092388256
298,3367008,168026,3198982,4.9903653332573015
299,3367008,151813,3215195,4.508839895836304
300,3367008,92413,3274595,2.7446623233446434
301,3367008,98623,3268385,2.92909906955968
302,3367008,116629,3250379,3.4638765337058897
303,3367008,204635,3162373,6.077651137152036
304,3367008,198863,3168145,5.906222973037189
305,3367008,179954,3187054,5.3446264457940105
306,3367008,206381,3160627,6.1295072657980025
307,3367008,174380,3192628,5.1790788735874695
308,3367008,130852,3236156,3.8862990524525043
309,3367008,126251,3240757,3.7496495404822325
310,3367008,124391,3242617,3.69440761649512
311,3367008,123406,3243602,3.665153156749256
312,3367008,121272,3245736,3.601773443959741
313,3367008,142896,3224112,4.244005360248624
314,3367008,135475,3231533,4.0236019635236975
315,3367008,146184,3220824,4.341658825877456
316,3367008,143082,3223926,4.249529552647335
317,3367008,138355,3228653,4.109137845826324
318,3367008,103288,3263720,3.0676493789144548
319,3367008,102602,3264406,3.0472752069493154
320,3367008,110373,3256635,3.278073589370741
321,3367008,113661,3253347,3.3757270549995724
322,3367008,123501,3243507,3.6679746528668775
323,3367008,147729,3219279,4.387545262737719
324,3367008,112347,3254661,3.3367013086989994
325,3367008,112996,3254012,3.3559765821762224
326,3367008,101611,3265397,3.0178425474486548
327,3367008,124769,3242239,3.705634201047339
328,3367008,149658,3217350,4.444836483904998
329,3367008,128963,3238045,3.8301958296505387
330,3367008,124777,3242231,3.705871800720402
331,3367008,169642,3197366,5.038360467215997
332,3367008,154434,3212574,4.586683488723519
333,3367008,160959,3206049,4.780475722065407
334,3367008,155168,3211840,4.608483258727036
335,3367008,150708,3216300,4.476021440994497
336,3367008,144277,3222731,4.2850210038110985
337,3367008,139204,3227804,4.134353111130119
338,3367008,145864,3221144,4.332154838954941
339,3367008,146767,3220241,4.358973902051911
340,3367008,143177,3223831,4.2523510487649565
341,3367008,151104,3215904,4.487782624811108
342,3367008,132690,3234318,3.9408875773386933
343,3367008,131939,3235069,3.918582908029918
344,3367008,139092,3227916,4.13102671570724
345,3367008,137443,3229565,4.0820514830971595
346,3367008,129218,3237790,3.8377693192294164
347,3367008,140160,3226848,4.1627462720611295
348,3367008,131396,3235612,3.9024558302207772
349,3367008,129287,3237721,3.8398186164095836
350,3367008,135003,3232005,4.00958358281299
351,3367008,156359,3210649,4.643855910054268
352,3367008,160042,3206966,4.753240859540577
353,3367008,165895,3201113,4.927074720345185
354,3367008,155155,3211853,4.6080971592583095
355,3367008,123415,3243593,3.665420456381452
356,3367008,120093,3246915,3.566757192142104
357,3367008,105546,3261462,3.134711886636444
358,3367008,90146,3276862,2.677332515990458
359,3367008,184088,3182920,5.4674060768492385
360,3367008,80983,3286025,2.4051917904560964
361,3367008,95035,3271973,2.822535616190992
362,3367008,87297,3279711,2.5927173324209503
363,3367008,156444,3210564,4.646380406580561
364,3367008,78552,3288456,2.332991189804123
365,3367008,79321,3287687,2.355830458377289
366,3367008,84693,3282315,2.515378638838993
367,3367008,78496,3288512,2.3313279920926826
368,3367008,90637,3276371,2.69191519592469
369,3367008,92704,3274304,2.7533050114523046
370,3367008,76490,3290518,2.271749874072173
371,3367008,72172,3294836,2.1435054505365003
372,3367008,90097,3276911,2.675877217992948
373,3367008,75927,3291081,2.2550287970803753
374,3367008,73480,3293528,2.182352997082276
375,3367008,124631,3242377,3.701535606687005
376,3367008,128617,3238391,3.8199196437905703
377,3367008,91890,3275118,2.729129244718159
378,3367008,70716,3296292,2.1002623100390614
379,3367008,77341,3289667,2.2970245392942337
380,3367008,76524,3290484,2.27275967268269
381,3367008,83513,3283495,2.480332687062223
382,3367008,90121,3276887,2.6765900170121366
383,3367008,92357,3274651,2.742999125633203
384,3367008,81404,3285604,2.4176954732510287
385,3367008,127640,3239368,3.7909027837177693
386,3367008,97756,3269252,2.903349204991494
387,3367008,121228,3245780,3.600466645757895
388,3367008,129521,3237487,3.846768406846672
389,3367008,132409,3234599,3.9325418888223607
390,3367008,117347,3249661,3.4852011043632802
391,3367008,137992,3229016,4.0983567606610976
392,3367008,107227,3259781,3.184637517938775
393,3367008,117383,3249625,3.486270302892063
394,3367008,98719,3268289,2.9319502656364347
395,3367008,105537,3261471,3.134444587004248
396,3367008,114623,3252385,3.4042984156853797
397,3367008,120058,3246950,3.565717693572454
398,3367008,93541,3273467,2.778163877246505
399,3367008,91061,3275947,2.7045079785970216
400,3367008,103525,3263483,3.0746882692289415
401,3367008,98883,3268125,2.936821058934223
402,3367008,83203,3283805,2.471125699731037
403,3367008,99187,3267821,2.9458498465106113
404,3367008,86098,3280910,2.5571070814206562
405,3367008,118236,3248772,3.5116043680323896
406,3367008,105207,3261801,3.1246436004904057
407,3367008,104561,3262447,3.1054574268905806
408,3367008,98852,3268156,2.9359003602011042
409,3367008,109702,3257306,3.2581449167925944
410,3367008,96302,3270706,2.860165464412321
411,3367008,105094,3261914,3.121287505108393
412,3367008,114321,3252687,3.3953290280272572
413,3367008,135905,3231103,4.036372945950826
414,3367008,132148,3234860,3.9247901994886853
415,3367008,128339,3238669,3.811663055151636
416,3367008,129443,3237565,3.8444518100343092
417,3367008,136475,3230533,4.053301922656555
418,3367008,136154,3230854,4.043768235774907
419,3367008,134511,3232497,3.9949712029196247
420,3367008,169851,3197157,5.044567758674764
421,3367008,136815,3230193,4.063399908761726
422,3367008,125368,3241640,3.72342447656792
423,3367008,139270,3227738,4.136313308432888
424,3367008,117878,3249130,3.500971782662827
425,3367008,86139,3280869,2.5583247797451034
426,3367008,86660,3280348,2.573798458453321
427,3367008,95975,3271033,2.850453577775877
428,3367008,96035,3270973,2.8522355753238484
429,3367008,125453,3241555,3.7259489730942135
430,3367008,131342,3235666,3.9008520324276033
431,3367008,143136,3223872,4.25113335044051
432,3367008,139962,3227046,4.1568656801528245
433,3367008,131168,3235840,3.895684239538486
434,3367008,109658,3257350,3.256838118590749
435,3367008,118945,3248063,3.5326616390575847
436,3367008,118286,3248722,3.5130893659890328
437,3367008,108590,3258418,3.225118562236858
438,3367008,113075,3253933,3.3583228789477184
439,3367008,122053,3244955,3.6249691120425016
440,3367008,159840,3207168,4.747241467795741
441,3367008,145418,3221590,4.318908657181688
442,3367008,131810,3235198,3.91475161330178
443,3367008,113942,3253066,3.384072743515905
444,3367008,129649,3237359,3.850570001615678
445,3367008,128942,3238066,3.829572130508748
446,3367008,103077,3263931,3.0613826875374217
447,3367008,120295,3246713,3.5727565838869406
448,3367008,191965,3175043,5.701352654938747
449,3367008,150279,3216729,4.463280158526501
450,3367008,146372,3220636,4.3472424181944325
451,3367008,100985,3266023,2.9992503730314866
452,3367008,108347,3258661,3.2179014721675747
453,3367008,140908,3226100,4.184961841492505
454,3367008,103933,3263075,3.0868058525551465
455,3367008,102276,3264732,3.0375930202720043
456,3367008,111449,3255559,3.310030745397694
457,3367008,123396,3243612,3.664856157157928
458,3367008,118064,3248944,3.5064959750615383
459,3367008,134366,3232642,3.990664708845361
460,3367008,124943,3242065,3.7108019939364563
461,3367008,141048,3225960,4.189119835771106
462,3367008,134494,3232514,3.994466303614366
463,3367008,139313,3227695,4.1375904066756
464,3367008,144082,3222926,4.2792295117801915
465,3367008,133620,3233388,3.9685085393322503
466,3367008,141491,3225517,4.202276917666961
467,3367008,130947,3236061,3.8891205485701255
468,3367008,145492,3221516,4.321106454157519
469,3367008,130040,3236968,3.8621826856366246
470,3367008,123200,3243808,3.659034965167888
471,3367008,128784,3238224,3.824879536965757
472,3367008,115583,3251425,3.4328103764529225
473,3367008,113662,3253346,3.3757567549587053
474,3367008,140861,3226147,4.183565943413262
475,3367008,193105,3173903,5.7352106083502035
476,3367008,155472,3211536,4.617512046303425
477,3367008,134739,3232269,4.001742793601916
478,3367008,128563,3238445,3.818315845997396
479,3367008,133285,3233723,3.958559053022743
480,3367008,116280,3250728,3.453511247968523
481,3367008,117257,3249751,3.4825281080413233
482,3367008,122767,3244241,3.646174882863361
483,3367008,142367,3224641,4.228294081867343
484,3367008,142447,3224561,4.2306700785979725
485,3367008,130094,3236914,3.8637864834297986
486,3367008,120702,3246306,3.5848444672540127
487,3367008,118367,3248641,3.5154950626787937
488,3367008,113509,3253499,3.371212661211378
489,3367008,124734,3242274,3.704594702477689
490,3367008,129406,3237602,3.843352911546394
491,3367008,137899,3229109,4.095594664461742
492,3367008,158996,3208012,4.72217470228761
493,3367008,124084,3242924,3.6852897290413327
494,3367008,123908,3243100,3.68006253623395
495,3367008,127479,3239529,3.78612109029738
496,3367008,130959,3236049,3.8894769480797198
497,3367008,164890,3202118,4.897226261416664
498,3367008,158702,3208306,4.71344291430255
499,3367008,156355,3210653,4.643737110217736
500,3367008,146941,3220067,4.364141694941027
501,3367008,139446,3227562,4.141540501240271
502,3367008,137202,3229806,4.074893792946141
503,3367008,144399,3222609,4.288644398825308
504,3367008,130747,3236261,3.883180556743554
505,3367008,142953,3224055,4.245698257919197
506,3367008,168691,3198317,5.01011580608065
507,3367008,182887,3184121,5.431736425930678
508,3367008,148255,3218753,4.403167441241601
509,3367008,150052,3216956,4.456538267803343
510,3367008,134252,3232756,3.987278913504215
511,3367008,136915,3230093,4.066369904675011
512,3367008,141132,3225876,4.191614632338267
513,3367008,202444,3164564,6.012578526691947
514,3367008,163734,3203274,4.862893108659082
515,3367008,159743,3207265,4.744360571759854
516,3367008,131879,3235129,3.916800910481947
517,3367008,125824,3241184,3.736967657932503
518,3367008,123080,3243928,3.655470970071945
519,3367008,143667,3223341,4.266904028740057
520,3367008,117260,3249748,3.482617207918722
521,3367008,121676,3245332,3.6137722274494153
522,3367008,130062,3236946,3.8628360847375474
523,3367008,140053,3226955,4.159568376433914
524,3367008,160504,3206504,4.766962240659957
525,3367008,141760,3225248,4.210266206673699
526,3367008,121150,3245858,3.5981500489455325
527,3367008,121446,3245562,3.6069412368488583
528,3367008,118315,3248693,3.513950664803885
529,3367008,108583,3258425,3.2249106625229285
530,3367008,106451,3260557,3.1615903496516786
531,3367008,118341,3248667,3.5147228637413397
532,3367008,122186,3244822,3.6289192066071716
533,3367008,133781,3233227,3.9732902327526394
534,3367008,119221,3247787,3.540858827778253
535,3367008,138458,3228550,4.112196941617008
536,3367008,121922,3245086,3.6210784173960975
537,3367008,119596,3247412,3.551996312453074
538,3367008,98327,3268681,2.920307881656355
539,3367008,101889,3265119,3.0260991360875886
540,3367008,106811,3260197,3.1722823349395073
541,3367008,108389,3258619,3.2191488704511544
542,3367008,106428,3260580,3.1609072505916234
543,3367008,108222,3258786,3.2141889772759678
544,3367008,104877,3262131,3.1148426139765633
545,3367008,120809,3246199,3.588022362881229
546,3367008,129704,3237304,3.852203499367985
547,3367008,118319,3248689,3.5140694646404165
548,3367008,116633,3250375,3.463995333542421
549,3367008,125529,3241479,3.7282061699883102
550,3367008,131385,3235623,3.9021291306703163
551,3367008,131801,3235207,3.914484313669584
552,3367008,117419,3249589,3.487339501420846
553,3367008,140364,3226644,4.168805063724233
554,3367008,118429,3248579,3.517336460145031
555,3367008,120317,3246691,3.573409982987864
556,3367008,109516,3257492,3.252620724393883
557,3367008,111361,3255647,3.3074171489940034
558,3367008,109152,3257856,3.2418099392695234
559,3367008,122694,3244314,3.6440067858466625
560,3367008,97532,3269476,2.896696414145734
561,3367008,102076,3264932,3.031653028445433
562,3367008,116475,3250533,3.45930273999943
563,3367008,124342,3242666,3.6929523184976096
564,3367008,133128,3233880,3.9538961594388846
565,3367008,129858,3237150,3.856777293074445
566,3367008,117057,3249951,3.4765881162147525
567,3367008,105496,3261512,3.1332268886798014
568,3367008,121549,3245459,3.6100003326395425
569,3367008,116171,3250837,3.4502739524230415
570,3367008,123348,3243660,3.6634305591195506
571,3367008,133104,3233904,3.953183360419696
572,3367008,140982,3226026,4.187159638468337
573,3367008,126187,3240821,3.747748743097729
574,3367008,131069,3235939,3.8927439435843336
575,3367008,145154,3221854,4.311067867970614
576,3367008,214164,3152844,6.360662047729022
577,3367008,198460,3168548,5.894253889506648
578,3367008,183743,3183265,5.457159590948403
579,3367008,180024,3186984,5.3467054429333105
580,3367008,173187,3193821,5.143646822341973
581,3367008,190004,3177004,5.643111035079216
582,3367008,189732,3177276,5.635032646195079
583,3367008,202602,3164406,6.0172711202349385
584,3367008,224148,3142860,6.657186439711459
585,3367008,199356,3167652,5.920865052889687
586,3367008,189930,3177078,5.640913238103384
587,3367008,211640,3155368,6.285699350877694
588,3367008,199894,3167114,5.936843630903164
589,3367008,191595,3175413,5.6903636700595905
590,3367008,187056,3179952,5.555555555555555
591,3367008,216495,3150513,6.42989265246771
592,3367008,201059,3165949,5.971444083292941
593,3367008,198768,3168240,5.9034014769195675
594,3367008,196046,3170962,5.822558188159934
595,3367008,205258,3161750,6.096154211691805
596,3367008,191977,3175031,5.701709054448341
597,3367008,204410,3162598,6.070968646347143
598,3367008,210805,3156203,6.260899885001758
599,3367008,214970,3152038,6.384600214790104
600,3367008,187777,3179231,5.576969226090345
601,3367008,167524,3199484,4.975455953772608
602,3367008,165872,3201136,4.926391621285129
603,3367008,172441,3194567,5.121490652828862
604,3367008,171718,3195290,5.1000175823758065
605,3367008,178676,3188332,5.30666989802222
606,3367008,172708,3194300,5.129420541917335
607,3367008,184929,3182079,5.49238374247997
608,3367008,191267,3175741,5.680622083464013
609,3367008,197150,3169858,5.855346943042607
610,3367008,186552,3180456,5.540586776152596
611,3367008,189805,3177203,5.637200743211777
612,3367008,196047,3170961,5.822587888119066
613,3367008,204576,3162432,6.075898839563196
614,3367008,203753,3163255,6.051455773196856
615,3367008,216903,3150105,6.442010235793916
616,3367008,198754,3168254,5.902985677491708
617,3367008,222265,3144743,6.601261416664291
618,3367008,175383,3191625,5.208867932597724
619,3367008,176354,3190654,5.237706592915728
620,3367008,176590,3190418,5.244715783271083
621,3367008,175689,3191319,5.217956120092379
622,3367008,184381,3182627,5.476108164875165
623,3367008,179419,3187589,5.328736967657933
624,3367008,178345,3188663,5.296839211549245
625,3367008,188358,3178650,5.594224902346535
626,3367008,174107,3192901,5.1709707847442
627,3367008,177512,3189496,5.272099145591576
628,3367008,171179,3195829,5.084009304403197
629,3367008,179996,3187012,5.345873844077591
630,3367008,184537,3182471,5.480741358499891
631,3367008,208253,3158755,6.185105589294709
632,3367008,204099,3162909,6.061731959056824
633,3367008,208296,3158712,6.186382687537422
634,3367008,200053,3166955,5.941565924405288
635,3367008,208403,3158605,6.189560583164638
636,3367008,213004,3154004,6.3262100951349085
637,3367008,206391,3160617,6.129804265389331
638,3367008,199909,3167099,5.937289130290157
639,3367008,213510,3153498,6.341238274456135
640,3367008,227597,3139411,6.75962159876068
641,3367008,231380,3135628,6.871976544160276
642,3367008,242854,3124154,7.212753875250668
643,3367008,247290,3119718,7.344502893964018
644,3367008,238963,3128045,7.097191334264724
645,3367008,220033,3146975,6.534971107879755
646,3367008,203921,3163087,6.056445366331175
647,3367008,201634,3165374,5.988521559794334
648,3367008,201979,3165029,5.9987680456951695
649,3367008,203935,3163073,6.056861165759035
650,3367008,210915,3156093,6.264166880506372
651,3367008,206138,3160870,6.122290175728718
652,3367008,192095,3174913,5.705213649626018
653,3367008,177723,3189285,5.278365836968608
654,3367008,171533,3195475,5.094523089936228
655,3367008,189794,3177214,5.636874043661315
656,3367008,173935,3193073,5.165862391773349
657,3367008,166468,3200540,4.944092796928311
